Museum number,Production date,prod_date_primary,start_year,end_year,midpoint_year,date_parse_status,Culture,Production place,Find spot
"No: 1874,0805.115",200BC-150BC (circa),200bc-150bc,-200.0,-150.0,-175.0,parsed_bc_range,Hellenistic,,Excavated/Findspot: Kos (possibly)
No: 122933,1750BC,1750bc,-1750.0,-1750.0,-1750.0,parsed_bc_single,Old Babylonian,,Excavated/Findspot: Ur (historic - city)
"No: 1873,0820.748",500BC (circa),500bc,-500.0,-500.0,-500.0,parsed_bc_single,Cypriot,Made in: Cyprus,Excavated/Findspot: Cyprus
"No: 1925,0610.8",2ndC-3rdC,2ndc-3rdc,101.0,300.0,200.0,parsed_century_range,Romano-British,,Excavated/Findspot: Felmingham Hall (Felmingham Hall Hoard)
"No: 1885,0804.1",200BC-100BC,200bc-100bc,-200.0,-100.0,-150.0,parsed_bc_range,Hellenistic,,Excavated/Findspot: Piraeus (said to be from)
"No: 1860,0404.98",600BC-550BC (circa),600bc-550bc,-600.0,-550.0,-575.0,parsed_bc_range,Cypriot,Made in: Cyprus (perhaps),Excavated/Findspot: Kamiros (historic)
"No: 2009,8039.1",200-300,200-300,200.0,300.0,250.0,parsed_ad_range,Romano-British,,Excavated/Findspot: Stow Cum Quy
"No: 1873,0820.718",1stC,1stc,1.0,100.0,50.0,parsed_century_single,Roman,Made in: Campania (probably),Excavated/Findspot: Nola (said to be from)
No: 91145,1974BC-1954BC,1974bc-1954bc,-1974.0,-1954.0,-1964.0,parsed_bc_range,Old Babylonian,,Excavated/Findspot: Abu Habba (Sippar)
"No: 1864,1007.53",125BC-75BC,125bc-75bc,-125.0,-75.0,-100.0,parsed_bc_range,Hellenistic,,Excavated/Findspot: Loryma
"No: 1858,0428.1",1325-1350,1325-1350,1325.0,1350.0,1338.0,parsed_ad_range,Late Medieval,Made in: Paris (France),
"No: 1887,0210.102",1680 (circa),1680,1680.0,1680.0,1680.0,parsed_ad_single,,Original from: Parthenon;  Made in: Fulham,
"No: 1925,1118.1",200BC-100 (?),200bc-100,-20000.0,10000.0,-5000.0,parsed_century_range,Hellenistic; Roman,,Excavated/Findspot: Alexandria (Egypt) (said to be from)
"No: 1874,0310.1",1680 (circa),1680,1680.0,1680.0,1680.0,parsed_ad_single,,Made in: Fulham,
No: F.8,1680 (circa),1680,1680.0,1680.0,1680.0,parsed_ad_single,,Made in: Fulham,
"No: 1893,1113.3",550BC (circa),550bc,-550.0,-550.0,-550.0,parsed_bc_single,,,Excavated/Findspot: Knidos (historic)
No: 102480,2ndC BC-1stC BC,2ndcbc-1stcbc,-200.0,-1.0,-100.0,parsed_century_range,Ancient South Arabian,Made in: Yemen,Excavated/Findspot: Hadramawt (said to be from)
"No: 1887,0307,F.12",1680 (circa),1680,1680.0,1680.0,1680.0,parsed_ad_single,,Made in: Fulham,
"No: 2013,6001.3448",,,,,,no_date_text,,,
"No: 1873,0820.715",1stC,1stc,1.0,100.0,50.0,parsed_century_single,Roman,Made in: Campania (probably),Excavated/Findspot: Nola (said to be from)
"No: 1856,0701.1309",,,,,,no_date_text,Romano-British,,Found/Acquired: London (England)
"No: 1923,0212.569.+",500BC (circa),500bc,-500.0,-500.0,-500.0,parsed_bc_single,Archaic Greek,,Excavated/Findspot: Sanctuary of Artemis Orthia (Lacedaemon)
"No: 1887,0307,F.10",1680 (circa),1680,1680.0,1680.0,1680.0,parsed_ad_single,,Made in: Fulham,
No: Franks.308,1811-1875,1811-1875,1811.0,1875.0,1843.0,parsed_ad_range,,Made in: Moscow,
"No: 1872,0816.5",500BC-475BC,500bc-475bc,-500.0,-475.0,-488.0,parsed_bc_range,Cypro-Archaic II,Made in: Cyprus,Excavated/Findspot: Sanctuary of Apollo (Idalion)
"No: 1920,1016.1",6thC BC,6thcbc,-600.0,-501.0,-550.0,parsed_century_single,Archaic Greek,,Excavated/Findspot: Stamato Vouni Quarry
"No: 1859,1226.43",350BC-300BC (circa),350bc-300bc,-350.0,-300.0,-325.0,parsed_bc_range,Hellenistic,Made in: Knidos (historic),Excavated/Findspot: Sanctuary of Underworld Deities (Knidos)
"No: 1912,0420.1",2ndC,2ndc,101.0,200.0,150.0,parsed_century_single,Roman,,Excavated/Findspot: Byblos (historic - Phoenicia)
No: 129388,700BC-550BC,700bc-550bc,-700.0,-550.0,-625.0,parsed_bc_range,Late Babylonian,,Excavated/Findspot: Diyala (near)
No: 123040,2000BC-1750BC,2000bc-1750bc,-2000.0,-1750.0,-1875.0,parsed_bc_range,Old Babylonian,,Excavated/Findspot: Hendursag Chapel
"No: 1990,0601.1",0-200,0-200,0.0,200.0,100.0,parsed_ad_range,Romano-British,,Found/Acquired: Pakenham
"No: 1925,0610.7",2ndC-3rdC,2ndc-3rdc,101.0,300.0,200.0,parsed_century_range,Romano-British,,Excavated/Findspot: Felmingham Hall (Felmingham Hall Hoard)
No: 128872,2500BC,2500bc,-2500.0,-2500.0,-2500.0,parsed_bc_single,Early Dynastic III,,Excavated/Findspot: Terqa (historic)
"No: 1887,0307,F.11",1680 (circa),1680,1680.0,1680.0,1680.0,parsed_ad_single,,Made in: Fulham,
No: WB.260,"1500-1525 (circa, hand and base later additions)",1500-1525,1500.0,1525.0,1512.0,parsed_ad_range,,Made in: Netherlands,
No: WB.263,1640-1668 (circa),1640-1668,1640.0,1668.0,1654.0,parsed_ad_range,,Made in: Belgium (?);  Made in: Flanders (historic) (?),
No: Franks.310,1820-70,1820-70,1820.0,70.0,945.0,parsed_ad_range,,Factory in: Moscow,
"No: 1870,0402.17",,,,,,no_date_text,Romano-British,,Found/Acquired: Colchester
"No: 1867,0212.1",200BC-100BC,200bc-100bc,-200.0,-100.0,-150.0,parsed_bc_range,Hellenistic,,Excavated/Findspot: Lyttos (said to be from the ruins of the ancient city)
"No: 1990,1004.1",,,,,,no_date_text,Romano-British,,Found/Acquired: British Isles
"No: 1805,0703.17",1stC (probably),1stc,1.0,100.0,50.0,parsed_century_single,Roman,,Found/Acquired: Rome (city)
No: 117760,5thC BC-4thC BC,5thcbc-4thcbc,-500.0,-301.0,-400.0,parsed_century_range,Achaemenid,,Found/Acquired: Egypt (?)
No: 119399,3300BC-3000BC,3300bc-3000bc,-3300.0,-3000.0,-3150.0,parsed_bc_range,Late Uruk,,Found/Acquired: Iraq
"No: 1894,1101.489",450BC-400BC (circa),450bc-400bc,-450.0,-400.0,-425.0,parsed_bc_range,Cypro-Classical I,Made in: Cyprus,Excavated/Findspot: Amathus (historic)
No: Franks.309,1811-1875,1811-1875,1811.0,1875.0,1843.0,parsed_ad_range,,Made in: Moscow,
"No: 1868,0520.65",250BC-100BC (circa),250bc-100bc,-250.0,-100.0,-175.0,parsed_bc_range,Hellenistic,,
"No: 1805,0703.237",1stC-2ndC,1stc-2ndc,1.0,200.0,100.0,parsed_century_range,Roman,,Found/Acquired: Rome (city) (Acquired from Gavin Hamilton)
"No: 1896,0612.1",16thC(late),16thc,1501.0,1600.0,1550.0,parsed_century_single,,Made in: Venice (city),
"No: 1992,0229.1",2113BC-2111BC,2113bc-2111bc,-2113.0,-2111.0,-2112.0,parsed_bc_range,Third Dynasty of Ur,,Excavated/Findspot: Lagash (historic)
"No: 1873,0820.747",500BC (circa),500bc,-500.0,-500.0,-500.0,parsed_bc_single,Cypriot,Made in: Cyprus,Excavated/Findspot: Cyprus
"No: 1923,0306.2",,,,,,no_date_text,Iron Age,,Found/Acquired: Blandford Forum (Near)
"No: 1870,0315.3",250BC-150BC,250bc-150bc,-250.0,-150.0,-200.0,parsed_bc_range,Hellenistic,,Excavated/Findspot: Rhodes (?);  Excavated/Findspot: Kos (?)
"No: 2013,6001.3444",,,,,,no_date_text,,,
"No: 1868,0620.9",220BC-150BC,220bc-150bc,-220.0,-150.0,-185.0,parsed_bc_range,Hellenistic,,Excavated/Findspot: Rhodes (?);  Excavated/Findspot: Halicarnassus (historic) (?)
No: 118563,2500BC,2500bc,-2500.0,-2500.0,-2500.0,parsed_bc_single,Early Dynastic III,,Excavated/Findspot: Ur (historic - city)
