Museum number,Production date,prod_date_primary,start_year,end_year,midpoint_year,date_parse_status,Culture,Production place,Find spot
"No: 1873,0820.497",480BC-460BC (circa),480bc-460bc,-480.0,-460.0,-470.0,parsed_bc_range,Western Greek,Made in: Campania,Excavated/Findspot: Capua
"No: 1873,0820.467",480BC-460BC (circa),480bc-460bc,-480.0,-460.0,-470.0,parsed_bc_range,Western Greek,Made in: Campania,Excavated/Findspot: Capua
"No: 1873,0820.468",480BC-460BC (circa),480bc-460bc,-480.0,-460.0,-470.0,parsed_bc_range,Western Greek,Made in: Campania,Excavated/Findspot: Capua
"No: 1873,0820.496",480BC-460BC (circa),480bc-460bc,-480.0,-460.0,-470.0,parsed_bc_range,Western Greek,Made in: Campania,Excavated/Findspot: Capua
"No: 1873,0820.489",480BC-460BC (circa),480bc-460bc,-480.0,-460.0,-470.0,parsed_bc_range,Western Greek,Made in: Campania,Excavated/Findspot: Capua
"No: 1873,0820.494",480BC-460BC (circa),480bc-460bc,-480.0,-460.0,-470.0,parsed_bc_range,Western Greek,Made in: Campania,Excavated/Findspot: Capua
"No: 1873,0820.495",480BC-460BC (circa),480bc-460bc,-480.0,-460.0,-470.0,parsed_bc_range,Western Greek,Made in: Campania,Excavated/Findspot: Capua
"No: 1873,0820.488",480BC-460BC (circa),480bc-460bc,-480.0,-460.0,-470.0,parsed_bc_range,Western Greek,Made in: Campania,Excavated/Findspot: Capua
"No: 1873,0820.498",470BC-450BC (circa),470bc-450bc,-470.0,-450.0,-460.0,parsed_bc_range,Western Greek,Made in: Campania,Excavated/Findspot: Capua
No: EA32767,,,-1550.0,-1292.0,-1421.0,no_date_text,18th Dynasty,,Found/Acquired: Egypt
"No: 1998,0408.1",1475-1525,1475-1525,1475.0,1525.0,1500.0,parsed_ad_range,Late Medieval,Made in: England,Found/Acquired: Fiddleford
"No: 2007,6001.10258",8thC-9thC,8thc-9thc,701.0,900.0,800.0,parsed_century_range,Early Islamic,,Excavated/Findspot: Siraf
No: OA+.14112,7thC-10thC,7thc-10thc,601.0,1000.0,800.0,parsed_century_range,,Made in: Egypt,
"No: 1930,1217.5",450BC (circa),450bc,-450.0,-450.0,-450.0,parsed_bc_single,Corinthian,Made in: Corinth,Excavated/Findspot: Athens
No: OA+.14115,7thC-10thC,7thc-10thc,601.0,1000.0,800.0,parsed_century_range,Early Islamic,,Found/Acquired: Egypt (?)
"No: 2012,6014.75",1950s-1960s,1950s-1960s,1950.0,1969.0,1960.0,parsed_decade_range,,Made in: Jericho,
"No: 1865,0720.36",5thC BC(early),5thcbc,-500.0,-401.0,-450.0,parsed_century_single,Corinthian,Made in: Corinth,Found/Acquired: Corinth
"No: 1864,1007.1307",450BC (circa),450bc,-450.0,-450.0,-450.0,parsed_bc_single,Corinthian,Made in: Corinth,Excavated/Findspot: Papatislures grave 14
"No: Af1984,13.1",1980-1984 (circa),1980-1984,1980.0,1984.0,1982.0,parsed_ad_range,,Made in: Cameroon,Found/Acquired: Cameroon
"No: 2012,6014.77",1950s-1960s,1950s-1960s,1950.0,1969.0,1960.0,parsed_decade_range,,Made in: Jericho,
"No: 1890,0425.10",7thC-10thC,7thc-10thc,601.0,1000.0,800.0,parsed_century_range,Early Islamic,Made in: Egypt,Found/Acquired: Egypt
No: OA+.14116,7thC-9thC,7thc-9thc,601.0,900.0,750.0,parsed_century_range,Early Islamic,Made in: Egypt,Found/Acquired: Egypt
"No: 2007,6001.10698",8thC-9thC,8thc-9thc,701.0,900.0,800.0,parsed_century_range,Early Islamic,,Excavated/Findspot: Siraf
"No: 2009,8020.5",late 16th century,16th c,1501.0,1600.0,1550.0,parsed_century_single,Post-Medieval,,Excavated/Findspot: Bull Wharf
"No: 1979,1017.203",7thC-10thC,7thc-10thc,601.0,1000.0,800.0,parsed_century_range,Early Islamic,Made in: Egypt,Excavated/Findspot: Egypt
"No: 1872,0405.173",,,,,,no_date_text,Roman,,Excavated/Findspot: Ephesus
"No: 1865,0720.35",350BC (circa),350bc,-350.0,-350.0,-350.0,parsed_bc_single,Corinthian,Made in: Corinth,Excavated/Findspot: Greece
"No: Am1987,23.1",1965-1980 (circa),1965-1980,1965.0,1980.0,1972.0,parsed_ad_range,,Made in: Québec (province),Found/Acquired: Toronto
"No: 2012,6014.78.a-b",1950s-1960s,1950s-1960s,1950.0,1969.0,1960.0,parsed_decade_range,,Made in: Jericho,
"No: 1887,0514.19",8thC-9thC,8thc-9thc,701.0,900.0,800.0,parsed_century_range,Early Islamic,Made in: Egypt,Found/Acquired: Egypt
"No: Af1982,15.1.a",,,,,,no_date_text,,Made in: Mauretania (historic),Found/Acquired: Oualata
"No: 1856,1226.384",525BC-475BC; 550BC-500BC (Swaddling),525bc-475bc,-525.0,-475.0,-500.0,parsed_bc_range,Daunian,Made in: Italy,Excavated/Findspot: Bari (town)
"No: 1953,0707.5",325BC-275BC (?),325bc-275bc,-325.0,-275.0,-300.0,parsed_bc_range,Hellenistic Period (Etruscan),Made in: Chiusi (?),Excavated/Findspot: Orvieto (?)
"No: 1863,0728.187",4thC BC-3rdC BC,4thcbc-3rdcbc,-400.0,-201.0,-300.0,parsed_century_range,Hellenistic,,Excavated/Findspot: Gela (Sicily)
"No: 1865,0103.20",325BC-275BC,325bc-275bc,-325.0,-275.0,-300.0,parsed_bc_range,Hellenistic Period (Etruscan),Made in: Chiusi,Excavated/Findspot: Vulci
"No: 1908,0604.1",300BC,300bc,-300.0,-300.0,-300.0,parsed_bc_single,Apulian (Greek),Made in: Apulia (historic - region),
No: 126473,3300BC-3000BC,3300bc-3000bc,-3300.0,-3000.0,-3150.0,parsed_bc_range,Late Uruk,,Excavated/Findspot: Eye Temple (Early Phase)
No: 126492,3300BC-3000BC,3300bc-3000bc,-3300.0,-3000.0,-3150.0,parsed_bc_range,Late Uruk,,Excavated/Findspot: Eye Temple (Early Phase)
No: 126479,3300BC-3000BC,3300bc-3000bc,-3300.0,-3000.0,-3150.0,parsed_bc_range,Late Uruk,,Excavated/Findspot: Eye Temple (Early Phase)
No: 126475,3300BC-3000BC,3300bc-3000bc,-3300.0,-3000.0,-3150.0,parsed_bc_range,Late Uruk,,Excavated/Findspot: Eye Temple (Early Phase)
No: 126467,3300BC-3000BC,3300bc-3000bc,-3300.0,-3000.0,-3150.0,parsed_bc_range,Late Uruk,,Excavated/Findspot: Eye Temple (Early Phase)
No: 126477,3300BC-3000BC,3300bc-3000bc,-3300.0,-3000.0,-3150.0,parsed_bc_range,Late Uruk,,Excavated/Findspot: Eye Temple (Early Phase)
"No: 1926,0428.251.CR",14thC-16thC,14thc-16thc,1301.0,1600.0,1450.0,parsed_century_range,Medieval; Post-Medieval,,Excavated/Findspot: J S Fry & Sons' Factories
No: 132151,2500BC-2000BC,2500bc-2000bc,-2500.0,-2000.0,-2250.0,parsed_bc_range,Troy II,,Found/Acquired: Troy (historic) (near)
"No: 1868,0318.10",14thC(early),14thc,1301.0,1400.0,1350.0,parsed_century_single,Medieval,,Found/Acquired: Cambridge (England)
No: 135810,2600BC-1800BC,2600bc-1800bc,-2600.0,-1800.0,-2200.0,parsed_bc_range,Early Bronze Age; Middle Bronze Age,Made in: Turkey,Excavated/Findspot: Troy (historic)
No: Am.4549,1868 (before),1868,1868.0,1868.0,1868.0,parsed_ad_single,,,Found/Acquired: Sitka (?)
"No: 1980,1015.11",2ndC BC-1stC BC,2ndcbc-1stcbc,-200.0,-1.0,-100.0,parsed_century_range,Hellenistic,Made in: Cyprus,Excavated/Findspot: Kyrenia
"No: 1772,0302.129",1stC-3rdC,1stc-3rdc,1.0,300.0,150.0,parsed_century_range,Gallo-Roman; Roman Imperial,Made in: Gaul (historic),
"No: 1998,0616.24",17thC,17thc,1601.0,1700.0,1650.0,parsed_century_single,Nayaka,Made in: Thanjavur (?),
"No: 1934,0310.2",800BC-700BC (circa),800bc-700bc,-800.0,-700.0,-750.0,parsed_bc_range,Geometric Greek,,
"No: 1882,0518.1",100-150,100-150,100.0,150.0,125.0,parsed_ad_range,Romano-British,,Found/Acquired: Cheapside (City of London)
"No: 1885,0316.1",100BC (circa),100bc,-100.0,-100.0,-100.0,parsed_bc_single,Hellenistic,Made in: Myrina,Excavated/Findspot: Myrina (probably);  Excavated/Findspot: Turkey (said to be from)
"No: 1824,0448.3",1stC-3rdC,1stc-3rdc,1.0,300.0,150.0,parsed_century_range,Roman Imperial,,
"No: 1875,1012.8",260BC-190BC,260bc-190bc,-260.0,-190.0,-225.0,parsed_bc_range,Hellenistic,Made in: Boeotia,Excavated/Findspot: Tanagra (historic)
"No: 1950,0424.1",800BC-700BC (circa),800bc-700bc,-800.0,-700.0,-750.0,parsed_bc_range,Geometric Greek,,
"No: 1824,0441.1",1stC-2ndC,1stc-2ndc,1.0,200.0,100.0,parsed_century_range,Roman,,
No: EA11131,400BC-300BC (circa),400bc-300bc,-400.0,-300.0,-350.0,parsed_bc_range,Late Period,,Found/Acquired: Egypt
"No: 1907,1201.1-2",650BC-600BC (circa),650bc-600bc,-650.0,-600.0,-625.0,parsed_bc_range,Orientalising Period,,Excavated/Findspot: Sanctuary of Artemis (Ephesus)
"No: 1907,1201.363",650BC-600BC (circa),650bc-600bc,-650.0,-600.0,-625.0,parsed_bc_range,East Greek; Archaic Greek,,Excavated/Findspot: Sanctuary of Artemis (Ephesus)
"No: 2022,3034.143",5thC BC - 2ndC BC,5thcbc-2ndcbc,-500.0,-101.0,-300.0,parsed_century_range,Warring States period,Made in: China,
"No: 1961,0718.1",550-577,550-577,550.0,577.0,564.0,parsed_ad_range,Northern Qi dynasty,Made in: China,
"No: Am1825,1210.6",1325-1521,1325-1521,1325.0,1521.0,1423.0,parsed_ad_range,Aztec,,Excavated/Findspot: Mexico
No: EA66837,,,,,,no_date_text,Late Predynastic; 1st Dynasty,,Found/Acquired: Egypt
"No: 1824,0405.4",1stC,1stc,1.0,100.0,50.0,parsed_century_single,Roman,,Excavated/Findspot: Italy (probably)
"No: 1893,0915.12",1stC(late) BC-1stC(early) (circa),1stcbc-1stc,-100.0,100.0,0.0,parsed_century_range,Hellenistic; Roman Imperial,Made in: Myrina,Excavated/Findspot: Myrina (said to be from)
"No: 1873,0820.179",500BC (circa),500bc,-500.0,-500.0,-500.0,parsed_bc_single,Western Greek,Made in: Sicily (perhaps),
No: EA61560,,,,,,no_date_text,Ancient Egypt,,Found/Acquired: Egypt
"No: 2022,3034.114",15thC BC-10thC BC,15thcbc-10thcbc,-1500.0,-901.0,-1200.0,parsed_century_range,Shang dynasty,Made in: China,
"No: 1811,0309.5",,,,,,no_date_text,Romano-British,,Excavated/Findspot: Southbroom (Southbroom Hoard)
"No: 1928,0713.10",,,,,,no_date_text,Romano-British,,Found/Acquired: Bank of England
"No: 1875,1012.9","300BC-200BC (circa, or even later)",300bc-200bc,-300.0,-200.0,-250.0,parsed_bc_range,Hellenistic,Made in: Boeotia,Excavated/Findspot: Tanagra (historic) (said to be from)
"No: 1982,1002.4",250BC-200BC (or perhaps later),250bc-200bc,-250.0,-200.0,-225.0,parsed_bc_range,Hellenistic,Made in: Boeotia (?),Excavated/Findspot: Tanagra (historic) (said to be from)
"No: 1856,1226.322",300BC-250BC (circa),300bc-250bc,-300.0,-250.0,-275.0,parsed_bc_range,Apulian (Greek),Made in: Puglia,Excavated/Findspot: Fasano
"No: 1872,0315.78-79",1400BC-1060BC,1400bc-1060bc,-1400.0,-1060.0,-1230.0,parsed_bc_range,Late Helladic III,Made in: Greece,Excavated/Findspot: Ialysus (historic)
"No: Am,+.3803",1300-1521 (circa),1300-1521,1300.0,1521.0,1410.0,parsed_ad_range,Aztec,,Excavated/Findspot: Mexico
"No: 1983,1001.1",2ndC-4thC,2ndc-4thc,101.0,400.0,250.0,parsed_century_range,Romano-British,,Excavated/Findspot: Tunshill
"No: 1894,0719.9",350BC (circa),350bc,-350.0,-350.0,-350.0,parsed_bc_single,Attic,Made in: Athens,Excavated/Findspot: Eretria
"No: 1854,0519.47",5thC BC(late),5thcbc,-500.0,-401.0,-450.0,parsed_century_single,,Made in: Aeolis (historic),Excavated/Findspot: Mytilene (historic)
"No: 1956,0719.2",400BC (circa),400bc,-400.0,-400.0,-400.0,parsed_bc_single,Paestan,Made in: Paestum,Excavated/Findspot: Crete (said to be from)
"No: 1842,0728.1109",490BC-480BC,490bc-480bc,-490.0,-480.0,-485.0,parsed_bc_range,Archaic Greek,Made in: Attica (Greece),Found/Acquired: Athens
"No: Af1975,14.3",,,,,,no_date_text,,Made in: Democratic Republic of Congo,
"No: 1955,1018.2",900 (circa),900,900.0,900.0,900.0,parsed_ad_single,Chola,Made in: Kanchipuram (perhaps),Found/Acquired: Kanchipuram
"No: 1895,0511.4",3rdC BC,3rdcbc,-300.0,-201.0,-250.0,parsed_century_single,Hellenistic,Made in: Eretria,Excavated/Findspot: Anthedon (historic)
"No: 1855,0306.10",380BC (circa),380bc,-380.0,-380.0,-380.0,parsed_bc_single,Corinthian,Made in: Corinth,Excavated/Findspot: Italy
"No: 1926,0930.44",2ndC BC-1stC BC,2ndcbc-1stcbc,-200.0,-1.0,-100.0,parsed_century_range,Ptolemaic,Made in: Egypt,
"No: 1951,0606.1",800BC-700BC (circa),800bc-700bc,-800.0,-700.0,-750.0,parsed_bc_range,Geometric Greek,,Excavated/Findspot: Asklepieion (said to be from)
"No: 1965,0614.1",10thC-11thC,10thc-11thc,901.0,1100.0,1000.0,parsed_century_range,,,Found/Acquired: Nepal
"No: 1907,0519.10",1stC BC-1stC,1stcbc-1stc,-100.0,100.0,0.0,parsed_century_range,Roman; Hellenistic,,Excavated/Findspot: Smyrna (historic) (said to be from)
"No: 1872,0816.67",510BC (circa),510bc,-510.0,-510.0,-510.0,parsed_bc_single,,Made in: Cyprus,Excavated/Findspot: Idalion
"No: Af1970,02.1",,,,,,no_date_text,,Made in: Hwidiem (?),Found/Acquired: Hwidiem
"No: 1907,1201.192",650BC-600BC (circa),650bc-600bc,-650.0,-600.0,-625.0,parsed_bc_range,Orientalising Period,,Excavated/Findspot: Temple of Artemis (Ephesus)
"No: 1947,0712.389",6thC-7thC (circa),6thc-7thc,501.0,700.0,600.0,parsed_century_range,Sui dynasty; Tang dynasty,,Found/Acquired: China
"No: 1928,0116.19.CR",1745 (circa),1745,1745.0,1745.0,1745.0,parsed_ad_single,,Factory in: Meissen,
"No: 1966,0328.11",800BC-700BC (circa),800bc-700bc,-800.0,-700.0,-750.0,parsed_bc_range,Geometric Greek,,
No: EA60211,,,,,,no_date_text,Ancient Egypt,,Found/Acquired: Egypt
"No: Am1825,1210.7",1325-1521,1325-1521,1325.0,1521.0,1423.0,parsed_ad_range,Aztec,,Excavated/Findspot: Mexico
"No: 1757,0815.19.a",,,,,,no_date_text,Classical World,,
"No: 2005,0103.1",1773 (circa),1773,1773.0,1773.0,1773.0,parsed_ad_single,,Made in: Derby (Derbyshire),
"No: 1859,1228.175",9thC,9thc,801.0,900.0,850.0,parsed_century_single,,,Found/Acquired: Borobudur (?)
"No: 1905,1024.1",340BC-317BC,340bc-317bc,-340.0,-317.0,-328.0,parsed_bc_range,Classical Greek,Made in: Athens (probably),
"No: 1913,1113.5",2ndC,2ndc,101.0,200.0,150.0,parsed_century_single,Roman,Made in: Tunisia,
"No: 1874,0305.69",320BC-240BC (circa),320bc-240bc,-320.0,-240.0,-280.0,parsed_bc_range,Hellenistic,Made in: Boeotia,Excavated/Findspot: Tanagra (historic) (said to be from)
"No: 1875,1012.10",325BC-200BC,325bc-200bc,-325.0,-200.0,-262.0,parsed_bc_range,Hellenistic,Made in: Boeotia,Excavated/Findspot: Tanagra (historic) (said to be from)
"No: 1824,0446.2",1stC-2ndC,1stc-2ndc,1.0,200.0,100.0,parsed_century_range,Roman,,
"No: 1871,0512.5",1300BC-1200BC (circa),1300bc-1200bc,-1300.0,-1200.0,-1250.0,parsed_bc_range,Mycenaean,Made in: Greece,Excavated/Findspot: Athens
No: EA8403,,,-1069.0,-945.0,-1007.0,no_date_text,21st Dynasty,,Found/Acquired: Egypt
"No: Am1898,0218.9",400 - 800,400-800,400.0,800.0,600.0,parsed_ad_range,Classic Maya,,Excavated/Findspot: Palenque
"No: 1985,1115.1",1751-1850 (circa),1751-1850,1751.0,1850.0,1800.0,parsed_ad_range,,,Found/Acquired: Kandy (?)
"No: 1893,0915.15",1stC BC (possibly),1stcbc,-100.0,-1.0,-50.0,parsed_century_single,Hellenistic; Roman Imperial,Made in: Myrina (engraved in),Excavated/Findspot: Myrina
No: Am.4969,1860s (before),1860s,1860.0,1869.0,1864.0,parsed_decade_single,,,Found/Acquired: Pastoliak;  Found/Acquired: Aphrewn River
"No: 1868,0110.371",6thC BC,6thcbc,-600.0,-501.0,-550.0,parsed_century_single,Corinthian,Made in: Corinth (perhaps),Excavated/Findspot: Corfu
"No: 1965,0613.1",10thC,10thc,901.0,1000.0,950.0,parsed_century_single,,,Found/Acquired: Kerala (State)
"No: 1891,0629.2",1stC BC (circa),1stcbc,-100.0,-1.0,-50.0,parsed_century_single,Hellenistic; Roman Imperial,Made in: Myrina,Excavated/Findspot: Myrina (probably)
No: OA+.10978,,,,,,no_date_text,Abbasid dynasty,,Excavated/Findspot: Dar al-Khilafa
No: SLMisc.1189,17thC,17thc,1601.0,1700.0,1650.0,parsed_century_single,Ming dynasty; Qing dynasty,,Found/Acquired: China
"No: Af1951,01.1",1890s,1890s,1890.0,1899.0,1894.0,parsed_decade_single,,Made in: Nigeria,Found/Acquired: Osisa
"No: 1931,0415.106",2ndC,2ndc,101.0,200.0,150.0,parsed_century_single,Roman,Made in: Gaul (historic) (eastern),Excavated/Findspot: Heddernheim
"No: 1873,0915.12",500BC (circa),500bc,-500.0,-500.0,-500.0,parsed_bc_single,Archaic Greek,,
"No: Af1949,46.278",,,,,,no_date_text,,Made in: Democratic Republic of Congo,
"No: 1956,1210.1",11thC,11thc,1001.0,1100.0,1050.0,parsed_century_single,,Made in: India (Eastern),Found/Acquired: India (East)
"No: 1988,0425.1",1001-1050 (circa),1001-1050,1001.0,1050.0,1026.0,parsed_ad_range,Chola,Made in: India (Tamilnadu),Found/Acquired: Chennai
"No: 1910,0614.2",150BC-100BC,150bc-100bc,-150.0,-100.0,-125.0,parsed_bc_range,Hellenistic,,Found/Acquired: Istanbul (city)
"No: 1998,0616.23",17thC,17thc,1601.0,1700.0,1650.0,parsed_century_single,Nayaka,Made in: Thanjavur (?),
"No: 1868,0705.39",3rdC BC(late),3rdcbc,-300.0,-201.0,-250.0,parsed_century_single,Hellenistic,Made in: Cyrenaica (historic),Found/Acquired: Cyrenaica (modern)
"No: 1936,1012.284",1597 (dated),1597,1597.0,1597.0,1597.0,parsed_ad_single,Ming dynasty,Made in: China (North),Found/Acquired: China
"No: 1983,1229.1",20BC-20,20bc-20,-2000.0,2000.0,0.0,parsed_century_range,Roman,,
"No: 1859,1228.93",1800 (circa),1800,1800.0,1800.0,1800.0,parsed_ad_single,,Made in: Java,Found/Acquired: Java
"No: 1860,0404.58",600BC-540BC (circa),600bc-540bc,-600.0,-540.0,-570.0,parsed_bc_range,Rhodian,Made in: Rhodes,Excavated/Findspot: Kamiros (historic)
"No: 1967,0221.10.5",4000BC-3000BC,4000bc-3000bc,-4000.0,-3000.0,-3500.0,parsed_bc_range,Zhob Culture,,"Found/Acquired: Zhob, River;  Found/Acquired: Baluchistan (Pakistan)"
"No: 1856,1208.6",500BC (circa),500bc,-500.0,-500.0,-500.0,parsed_bc_single,East Greek,Made in: Troas (historic),Excavated/Findspot: Troas (historic)
"No: 1867,0508.670",390BC-370BC (circa),390bc-370bc,-390.0,-370.0,-380.0,parsed_bc_range,Paestan,Made in: Paestum,
"No: 1772,0302.142",1stC BC - 1stC AD (probably),1stcbc-1stcad,-100.0,100.0,0.0,parsed_century_range,Roman,,"Found/Acquired: Vesuvius, Mount (near)"
"No: PDF,B.599",1800-1911,1800-1911,1800.0,1911.0,1856.0,parsed_ad_range,Qing dynasty,Made in: Jingdezhen,
"No: Am1842,0611.3",900-1450,900-1450,900.0,1450.0,1175.0,parsed_ad_range,Huaxtec,,"Excavated/Findspot: La Huasteca;  Excavated/Findspot: Panuco, River"
"No: 1891,0905.20",1630,1630,1630.0,1630.0,1630.0,parsed_ad_single,Kan'ei Era,Made in: Japan,
"No: 1929,0410.15",19thC,19thc,1801.0,1900.0,1850.0,parsed_century_single,,,Found/Acquired: Jaipur
"No: 1966,0328.7",1200BC-1060BC,1200bc-1060bc,-1200.0,-1060.0,-1130.0,parsed_bc_range,Late Minoan IIIC,Made in: Crete (?),
"No: 1868,0520.56",2ndC,2ndc,101.0,200.0,150.0,parsed_century_single,Roman,,
"No: 1963,1015.2",900 (circa),900,900.0,900.0,900.0,parsed_ad_single,Chola,,Found/Acquired: India (South)
"No: 1875,0309.13",500BC (circa),500bc,-500.0,-500.0,-500.0,parsed_bc_single,Boeotian,Made in: Boeotia,Excavated/Findspot: Tanagra (historic)
"No: Am,St.376",1300-1521,1300-1521,1300.0,1521.0,1410.0,parsed_ad_range,Aztec,,Excavated/Findspot: Mexico
"No: 1939,0619.206",2500BC-2000BC,2500bc-2000bc,-2500.0,-2000.0,-2250.0,parsed_bc_range,Indus Valley Civilisation,,Found/Acquired: Mohenjo-daro
"No: 1907,0518.11",400BC (circa),400bc,-400.0,-400.0,-400.0,parsed_bc_single,Boeotian,Made in: Boeotia,
"No: 1928,0718.9.CR",1765-1789 (circa),1765-1789,1765.0,1789.0,1777.0,parsed_ad_range,,Factory in: Lunéville,
"No: 1971,0323.1",550BC (circa),550bc,-550.0,-550.0,-550.0,parsed_bc_single,Western Greek,Made in: Italy,
"No: 1873,0820.544",3rdC BC-2ndC BC,3rdcbc-2ndcbc,-300.0,-101.0,-200.0,parsed_century_range,Western Greek,Made in: Italy,Excavated/Findspot: Canosa di Puglia
"No: 2022,3034.46",4700BC-2900BC,4700bc-2900bc,-4700.0,-2900.0,-3800.0,parsed_bc_range,Hongshan culture,Made in: China,
"No: 1949,0710.1",580BC-550BC (circa),580bc-550bc,-580.0,-550.0,-565.0,parsed_bc_range,Boeotian,Made in: Boeotia,Excavated/Findspot: Tanagra (historic) (said to be from)
"No: 1824,0415.10",1stC-3rdC,1stc-3rdc,1.0,300.0,150.0,parsed_century_range,Roman Imperial,,
No: EA67187,,,-664.0,-332.0,-498.0,no_date_text,Late Period,,Excavated/Findspot: Saqqara (Memphis)
"No: 1938,0314.53.CR",1750-1760 (circa),1750-1760,1750.0,1760.0,1755.0,parsed_ad_range,,Factory in: Staffordshire,
"No: 2018,3005.13",16thC-17thC,16thc-17thc,1501.0,1700.0,1600.0,parsed_century_range,Ming dynasty,Made in: China,
"No: 1891,0803.1",50BC-50,50bc-50,-5000.0,5000.0,0.0,parsed_century_range,Roman,Made in: Egypt,Found/Acquired: Cairo (city)
"No: Af1975,14.1",,,,,,no_date_text,,Made in: Democratic Republic of Congo,
"No: 1910,0406.4",1745-1750,1745-1750,1745.0,1750.0,1748.0,parsed_ad_range,,Factory in: Meissen,
No: EA50700,,,-1550.0,-1292.0,-1421.0,no_date_text,18th Dynasty,,Excavated/Findspot: Tomb of Thutmose III (?)
"No: 1859,0216.4",325BC-300BC,325bc-300bc,-325.0,-300.0,-312.0,parsed_bc_range,Apulian (local); Daunian,Made in: Canosa di Puglia,Excavated/Findspot: Calvi (Caserta)
"No: 2003,0205.1",1899-1900 (circa),1899-1900,1899.0,1900.0,1900.0,parsed_ad_range,,,
No: 1880.124,17thC,17thc,1601.0,1700.0,1650.0,parsed_century_single,,,Found/Acquired: Tibet
"No: 1772,0302.189",2ndC-3rdC,2ndc-3rdc,101.0,300.0,200.0,parsed_century_range,Roman,,
"No: 1856,1226.236",1stC,1stc,1.0,100.0,50.0,parsed_century_single,Roman,,Excavated/Findspot: Ruvo (Puglia) (said to be from)
"No: 1959,1014.1",4thC-5thC,4thc-5thc,301.0,500.0,400.0,parsed_century_range,,Made in: Gandhara (historic - Pakistan),Found/Acquired: Pakistan
"No: 1972,0408.1",2ndC BC-1stC BC (circa),2ndcbc-1stcbc,-200.0,-1.0,-100.0,parsed_century_range,,,Found/Acquired: North West Frontier Province
No: EA9757,,,-664.0,-332.0,-498.0,no_date_text,Late Period,,Found/Acquired: Egypt
